code,name,avg_amplitude,adx_ratio,max_rise_6m,ann_volatility
2187,广百股份,4.12,98.3,23.51,43.08
2188,中天服务,4.43,80.8,21.55,42.99
2189,中光学,3.32,94.2,34.17,42.68
2190,成飞集成,3.11,90.0,16.97,56.31
2191,劲嘉股份,2.83,80.8,14.86,32.0
2192,融捷股份,5.83,97.5,121.92,56.87
2194,武汉凡谷,3.98,89.2,30.46,48.31
2195,岩山科技,3.95,86.7,96.57,53.84
2196,方正电机,5.0,85.8,52.12,56.52
2197,证通电子,4.52,64.2,17.58,45.2
2200,交投生态,3.0,80.0,19.82,34.07
2201,九鼎新材,6.08,94.2,94.73,61.69
2202,金风科技,5.42,96.7,116.85,57.71
2203,海亮股份,5.59,94.2,123.26,49.29
2204,大连重工,2.9,66.7,11.75,34.24
2205,国统股份,3.61,85.0,17.05,48.71
2206,海 利 得,3.28,84.2,29.53,35.5
2208,合肥城建,6.08,87.5,148.61,68.65
2209,达 意 隆,3.97,84.2,26.22,44.43
2210,飞马国际,3.74,85.0,32.93,54.83
2212,天融信,3.3,79.2,17.57,44.4
2213,大为股份,5.78,82.5,78.16,66.66
2215,诺 普 信,3.36,82.5,18.36,42.05
2216,三全食品,2.83,72.5,29.78,23.33
2218,拓日新能,5.73,85.0,94.15,60.08
2219,新里程,3.54,67.5,29.11,38.29
2221,东华能源,3.86,85.8,28.5,36.03
2222,福晶科技,6.27,81.7,106.46,59.13
2223,鱼跃医疗,2.7,100.0,23.42,27.66
2224,三 力 士,2.68,90.8,14.32,27.8
2225,濮耐股份,4.34,81.7,23.29,50.12
2226,江南化工,2.8,65.0,21.66,34.9
2228,合兴包装,3.18,74.2,46.58,45.85
2229,鸿博股份,4.68,68.3,30.49,55.48
2230,科大讯飞,3.07,74.2,31.02,33.14
2232,启明信息,2.93,74.2,14.23,39.57
2233,塔牌集团,2.51,69.2,13.51,27.9
2234,民和股份,3.35,58.3,11.06,28.59
2235,安妮股份,5.14,74.2,32.94,62.53
2236,大华股份,2.42,75.8,16.79,28.45
2237,恒邦股份,4.22,94.2,77.02,50.3
2238,天威视讯,3.61,88.3,17.63,34.73
2239,奥特佳,2.59,79.2,13.18,28.95
2240,盛新锂能,6.42,84.2,88.13,64.92
2241,歌尔股份,3.12,95.8,27.83,41.84
2242,九阳股份,2.98,74.2,21.21,32.62
2243,力合科创,3.99,72.5,25.99,39.9
2244,滨江集团,4.17,81.7,27.77,39.98
2245,蔚蓝锂芯,4.57,90.0,111.71,46.22
2246,北化股份,5.32,73.3,62.55,58.4
2247,聚力文化,3.6,54.2,13.09,32.8
2248,华东数控,3.8,95.0,42.02,48.8
2249,大洋电机,2.87,100.0,18.13,43.63
2250,联化科技,4.39,88.3,54.55,54.95
2251,步步高,3.6,66.7,36.61,48.74
2252,上海莱士,1.57,77.5,3.84,14.45
2254,泰和新材,5.16,80.8,99.16,49.45
2255,海陆重工,3.43,100.0,19.58,51.42
2256,兆新股份,4.89,75.8,58.17,55.91
2258,利尔化学,4.24,75.8,36.98,39.97
2259,升达林业,5.32,84.2,67.37,49.79
2261,拓维信息,4.4,94.2,43.01,50.07
2262,恩华药业,2.2,67.5,9.74,27.97
2263,大东南,4.68,95.0,64.65,57.01
2264,新 华 都,4.32,85.0,42.53,54.94
2265,建设工业,3.47,93.3,24.1,54.67
2266,浙富控股,3.66,96.7,38.81,43.79
2267,陕天然气,2.14,90.0,20.37,25.92
2268,电科网安,3.23,100.0,31.71,34.38
2269,美邦服饰,3.09,61.7,15.72,44.32
2270,华明装备,4.41,87.5,50.58,46.27
2271,东方雨虹,4.25,93.3,40.1,40.34
2272,川润股份,6.03,84.2,75.88,66.61
2273,水晶光电,5.1,82.5,98.45,49.06
2274,华昌化工,3.64,99.2,27.57,31.12
2275,桂林三金,1.78,74.2,9.96,24.16
2276,万马股份,2.98,91.7,16.49,38.61
2277,友阿股份,3.95,93.3,33.15,47.58
2278,神开股份,4.3,77.5,32.92,58.11
2279,久其软件,4.01,90.0,43.5,48.18
2281,光迅科技,6.15,84.2,316.22,62.93
2282,博深股份,2.34,70.0,9.99,22.02
2283,天润工业,5.11,79.2,111.73,46.31
2284,亚太股份,3.91,78.3,27.45,35.76
2285,世联行,4.81,75.8,32.7,47.54
2286,保龄宝,3.4,90.0,30.01,45.55
2287,奇正藏药,1.91,90.8,8.42,33.01
2290,禾盛新材,5.65,88.3,157.47,59.02
2291,遥望科技,4.02,89.2,45.34,48.71
2292,奥飞娱乐,3.42,84.2,25.35,40.44
2293,罗莱生活,3.25,65.0,24.78,28.28
2294,信立泰,4.3,89.2,49.68,52.17
2295,精艺股份,3.92,78.3,24.77,54.66
2296,辉煌科技,3.66,87.5,42.73,32.7
2297,博云新材,5.89,90.0,222.71,63.87
2298,中电鑫龙,4.21,100.0,30.58,64.39
2299,圣农发展,2.84,72.5,22.77,26.08
2300,太阳电缆,4.8,80.8,40.12,58.19
2301,齐心集团,4.0,70.0,30.23,40.25
2302,西部建设,2.62,100.0,14.48,35.44
2303,美盈森,2.55,90.8,24.35,31.39
2304,洋河股份,2.05,80.0,10.06,24.99
2307,北新路桥,3.07,78.3,15.26,47.97
2309,中利集团,5.27,86.7,79.11,59.37
2310,东方新能,4.93,76.7,70.67,49.01
2311,海大集团,3.05,68.3,15.01,28.39
2312,川发龙蟒,3.39,97.5,26.37,34.85
2313,日海智能,3.47,98.3,25.4,46.18
2314,南山控股,3.72,74.2,20.91,44.54
2315,焦点科技,3.67,93.3,43.63,42.93
2316,亚联发展,4.4,71.7,33.33,44.41
2317,众生药业,3.98,71.7,46.65,57.39
2318,久立特材,3.88,88.3,33.22,33.36
2319,乐通股份,4.74,81.7,37.61,47.38
2320,海峡股份,3.13,58.3,17.18,50.76
2321,华英农业,3.29,78.3,16.75,36.6
2322,理工能科,2.86,86.7,26.34,27.75
2324,普利特,3.91,100.0,89.71,47.35
2326,永太科技,5.3,74.2,40.32,60.97
2327,富安娜,2.14,66.7,14.26,18.26
2328,新朋股份,4.6,79.2,110.16,47.2
2329,皇氏集团,4.28,59.2,32.6,46.34
2330,得利斯,3.22,94.2,11.43,32.09
2331,皖通科技,3.84,100.0,31.17,40.55
2332,仙琚制药,1.49,61.7,7.27,21.96
2333,罗普斯金,3.34,100.0,24.37,35.68
2334,英威腾,3.62,89.2,23.63,39.72
2335,科华数据,4.88,75.0,35.75,58.6
2337,赛象科技,3.13,72.5,15.74,35.13
2338,奥普光电,3.99,100.0,44.79,46.12
2339,积成电子,4.82,69.2,49.77,48.44
2340,格林美,3.66,93.3,31.0,39.28
2342,巨力索具,7.14,94.2,212.99,74.43
2343,慈文传媒,3.4,87.5,22.13,44.2
2344,海宁皮城,2.89,92.5,9.62,28.06
2345,潮宏基,3.78,80.8,22.47,54.56
2346,柘中股份,4.25,82.5,34.76,45.61
2347,泰尔股份,4.62,85.0,81.48,50.71
2348,高乐股份,5.4,95.8,167.3,60.38
2349,精华制药,2.47,70.0,15.7,24.4
2350,北京科锐,5.38,87.5,117.26,46.74
2351,漫步者,2.24,80.0,11.67,25.95
2352,顺丰控股,1.67,56.7,8.09,21.63
2353,杰瑞股份,6.0,100.0,156.67,55.25
2354,天娱数科,4.39,92.5,63.96,52.78
2355,兴民智通,4.55,80.8,26.68,43.74
2356,赫美集团,4.28,79.2,21.47,49.33
2357,富临运业,5.02,82.5,64.33,48.77
2358,森源电气,4.18,87.5,73.25,41.81
2361,神剑股份,7.56,100.0,189.47,70.3
2362,汉王科技,3.3,78.3,23.12,38.07
2363,隆基机械,3.66,91.7,33.77,40.81
2364,中恒电气,6.16,85.0,154.04,71.54
2365,永安药业,2.69,89.2,10.89,51.92
2366,融发核电,3.63,98.3,27.84,54.97
2367,康力电梯,2.61,70.8,14.31,26.79
2368,太极股份,3.37,75.8,15.03,36.8
2369,卓翼科技,3.11,83.3,11.9,37.96
2370,亚太药业,3.58,82.5,34.36,56.36
2371,北方华创,4.26,72.5,76.26,41.87
2372,伟星新材,2.89,78.3,20.71,26.31
2373,千方科技,3.2,94.2,20.74,38.04
2374,中锐股份,4.45,87.5,27.78,51.29
2375,亚厦股份,3.38,100.0,34.05,30.78
2376,新北洋,2.46,92.5,11.96,32.43
2377,国创高新,4.0,92.5,33.92,35.03
2378,章源钨业,6.94,84.2,220.6,64.38
2379,宏桥控股,5.08,76.7,43.44,49.39
2380,科远智慧,4.67,93.3,91.1,43.99
2381,双箭股份,2.63,89.2,11.09,23.08
2382,蓝帆医疗,4.03,73.3,59.48,34.77
2383,合众思壮,4.27,100.0,46.71,45.0
2384,东山精密,6.27,85.8,277.44,70.66
2385,大北农,2.2,100.0,15.04,21.47
2386,天原股份,3.8,80.0,34.07,37.42
2387,维信诺,3.21,73.3,22.97,37.03
2388,新亚制程,4.2,96.7,40.31,40.74
2390,信邦制药,2.47,71.7,14.04,30.69
2391,长青股份,2.87,95.0,15.38,36.8
2392,北京利尔,4.0,89.2,68.62,47.47
2393,力生制药,2.42,83.3,18.72,36.1
2394,联发股份,4.53,86.7,45.03,51.79
2395,双象股份,4.14,90.0,28.81,39.05
2396,星网锐捷,4.89,79.2,30.35,49.35
2397,梦洁股份,4.78,70.8,61.11,45.95
2398,垒知集团,3.27,94.2,13.95,39.31
2399,海普瑞,2.42,73.3,13.09,25.22
2400,省广集团,4.53,94.2,70.37,49.2
2401,中远海科,2.75,83.3,12.47,36.73
2402,和而泰,3.17,94.2,18.28,52.94
2403,爱仕达,3.28,83.3,17.51,35.95
2404,嘉欣丝绸,3.11,71.7,25.83,34.27
2405,四维图新,4.09,73.3,27.73,36.26
2406,远东传动,3.09,92.5,30.09,34.3
2407,多氟多,5.52,80.8,67.52,60.67
2408,齐翔腾达,4.02,100.0,47.48,34.73
2409,雅克科技,5.17,85.0,136.82,51.96
2410,广联达,2.91,86.7,29.14,33.0
2412,汉森制药,3.04,78.3,25.0,31.48
2413,雷科防务,5.46,98.3,133.53,63.19
2414,高德红外,3.85,100.0,40.68,41.19
2415,海康威视,2.41,87.5,24.5,23.56
2416,爱施德,3.45,82.5,20.69,32.48
2419,天虹股份,2.95,64.2,13.08,27.18
2420,毅昌科技,3.87,100.0,20.52,39.89
2421,达实智能,4.67,96.7,133.88,53.12
2422,科伦药业,3.71,72.5,33.94,38.69
2423,中粮资本,2.23,73.3,7.32,29.34
2425,凯撒文化,3.78,95.0,22.35,40.03
2426,胜利精密,5.38,74.2,40.55,54.89
2427,尤夫股份,4.41,78.3,29.5,51.32
2428,云南锗业,6.76,80.8,312.76,68.77
2429,兆驰股份,5.71,76.7,101.5,56.7
2430,杭氧股份,4.13,83.3,20.11,42.34
2432,九安医疗,5.33,75.0,131.62,50.86
2434,万里扬,3.55,88.3,19.38,36.78
2436,兴森科技,5.67,98.3,177.89,59.35
2437,誉衡药业,3.31,83.3,31.65,40.86
2439,启明星辰,3.11,84.2,32.09,29.27
2440,闰土股份,5.05,93.3,105.87,45.38
2441,众业达,3.15,84.2,29.22,31.67
2442,龙星科技,4.18,80.0,48.26,39.42
2443,金洲管道,4.61,84.2,66.83,39.77
2444,巨星科技,3.5,93.3,26.88,40.6
2445,中南文化,4.8,91.7,76.77,49.52
2446,盛路通信,4.91,89.2,54.91,51.98
2448,中原内配,4.46,100.0,41.91,47.21
2449,国星光电,3.21,88.3,19.57,37.45
2451,摩恩电气,4.03,71.7,25.65,50.03
2452,长高电气,3.94,91.7,58.88,36.46
2453,华软科技,4.13,100.0,35.68,50.93
2454,松芝股份,3.25,72.5,38.43,34.2
2455,百川股份,5.49,80.0,139.05,50.16
2456,欧菲光,3.27,83.3,18.79,37.34
2457,青龙管业,3.93,90.0,38.67,39.59
2458,益生股份,3.31,79.2,41.82,25.83
2459,晶澳科技,4.15,85.0,20.0,45.69
2460,赣锋锂业,4.73,81.7,45.41,51.96
2461,珠江啤酒,2.54,60.8,16.0,24.75
2462,嘉事堂,3.16,90.0,33.15,37.26
2463,沪电股份,5.4,71.7,125.25,62.48
2465,海格通信,4.8,76.7,103.53,52.96
2466,天齐锂业,4.67,85.8,66.99,51.27
2467,二六三,4.61,66.7,34.98,50.71
2468,申通快递,3.34,81.7,43.31,45.95
2469,三维化学,3.21,97.5,20.99,33.76
2470,金正大,5.38,80.0,106.9,48.03
2471,中超控股,6.4,80.0,115.43,72.59
2472,双环传动,3.7,77.5,28.36,40.19
2474,榕基软件,4.07,86.7,20.85,56.15
2475,立讯精密,4.24,56.7,73.18,48.39
2476,新叶股份,3.77,85.0,31.11,43.52
2478,常宝股份,5.02,94.2,72.3,49.98
2479,富春环保,3.08,71.7,23.38,28.97
2480,新筑股份,3.5,65.0,18.44,36.89
2481,双塔食品,2.37,85.8,7.14,26.95
2482,广田集团,3.0,60.8,10.18,28.63
2483,润邦股份,2.87,94.2,17.04,27.5
2484,江海股份,5.91,92.5,311.19,63.73
2486,嘉麟杰,3.72,77.5,12.98,36.96
2487,大金重工,4.94,98.3,81.69,48.45
2488,金固股份,4.77,74.2,67.74,41.2
2489,浙江永强,3.34,63.3,31.85,29.55
2490,山东墨龙,5.76,90.0,107.85,74.62
2491,通鼎互联,7.88,90.8,478.23,70.75
2492,恒基达鑫,4.61,83.3,29.22,48.2
2493,荣盛石化,4.94,90.0,63.04,40.34
2494,华斯股份,3.78,95.0,32.57,32.94
2495,佳隆股份,3.24,81.7,12.86,33.11
2496,辉丰股份,4.17,100.0,66.67,37.56
2497,雅化集团,5.51,81.7,41.81,52.63
2498,汉缆股份,5.88,90.0,188.92,57.54
2500,山西证券,1.88,45.8,9.35,21.58
2506,协鑫集成,6.27,87.5,136.19,59.92
2507,涪陵榨菜,1.53,59.2,6.66,14.58
2508,老板电器,2.39,85.0,14.65,20.46
2510,天汽模,3.74,97.5,24.28,44.96
2511,中顺洁柔,2.85,79.2,15.35,30.42
2513,蓝丰生化,4.36,82.5,15.74,60.37
2515,金字火腿,4.41,86.7,92.55,47.91
2516,旷达科技,2.96,98.3,23.58,32.99
2517,恺英网络,4.1,78.3,26.13,45.77
2518,科士达,4.86,95.0,47.19,55.93
2519,银河电子,5.64,92.5,104.46,61.27
2520,日发精机,4.02,87.5,33.46,46.22
2521,齐峰新材,2.64,81.7,16.62,27.19
2522,浙江众成,4.71,70.0,50.29,45.35
2523,天桥起重,3.04,76.7,24.56,33.77
2524,光正眼科,3.81,89.2,35.28,35.79
2526,山东矿机,2.85,93.3,14.49,33.05
2527,新时达,3.63,79.2,30.53,42.74
2529,海源复材,3.37,95.8,34.86,35.03
2530,金财互联,3.1,100.0,17.71,39.05
2531,天顺风能,5.14,65.8,97.73,37.97
2532,天山铝业,4.96,76.7,45.83,48.36
2533,金杯电工,3.34,77.5,32.03,38.34
2534,西子洁能,4.53,92.5,39.03,51.21
2535,林州重机,3.4,81.7,13.47,34.94
2536,飞龙股份,6.45,100.0,78.39,65.81
2537,海联金汇,3.44,88.3,17.6,49.08
2539,云图控股,4.59,75.0,44.26,41.79
2540,亚太科技,2.9,85.0,19.23,31.9
2541,鸿路钢构,4.73,68.3,58.21,41.94
2543,万和电气,2.38,100.0,12.35,29.37
2544,普天科技,4.25,81.7,30.53,43.55
2545,东方铁塔,5.95,92.5,76.24,53.65
2546,新联电子,3.98,85.8,70.0,47.73
2548,金新农,4.87,79.2,29.84,44.4
2549,凯美特气,4.58,95.0,22.67,66.65
2550,千红制药,2.43,90.0,18.32,42.69
2551,尚荣医疗,3.14,92.5,11.93,36.3
2552,宝鼎科技,5.6,78.3,401.5,58.67
2553,南方精工,3.27,91.7,18.24,41.37
2554,惠博普,4.45,94.2,71.0,50.37
2555,三七互娱,3.41,81.7,33.75,41.83
2556,辉隆股份,3.3,90.0,18.53,35.5
2557,洽洽食品,2.66,97.5,20.21,22.54
2558,巨人网络,4.45,65.8,18.12,52.7
2559,亚威股份,3.75,79.2,30.97,36.72
2560,通达股份,5.13,95.8,99.38,54.38
2561,徐家汇,2.49,90.8,9.79,25.07
2562,兄弟科技,3.57,100.0,25.69,49.36
2563,森马服饰,2.27,77.5,21.1,27.03
2564,天沃科技,3.6,97.5,12.95,46.09
2565,顺灏股份,7.32,85.0,69.22,73.95
2566,益盛药业,2.91,92.5,15.78,31.38
2567,唐人神,2.23,82.5,9.62,20.63
2568,百润股份,3.26,89.2,24.68,37.11
2570,贝因美,2.7,88.3,19.42,37.3
2571,德力股份,4.97,76.7,39.79,50.1
2572,索菲亚,2.68,90.0,12.61,25.32
2573,清新环境,2.38,87.5,11.23,24.89
2574,明牌珠宝,3.67,100.0,36.83,42.93
2575,群兴玩具,6.24,100.0,44.95,58.78
2576,通达动力,3.27,68.3,22.1,36.56
2577,雷柏科技,3.01,99.2,31.89,28.81
2578,闽发铝业,4.5,54.2,34.38,55.05
2579,中京电子,4.66,65.8,89.26,60.25
2580,圣阳股份,5.12,85.0,180.99,56.32
2582,好想你,4.22,99.2,52.29,37.97
2583,海能达,3.03,88.3,15.48,35.93
2584,西陇科学,3.45,90.0,39.94,40.05
2585,双星新材,5.95,85.8,130.39,54.4
2587,奥拓电子,3.69,65.8,18.3,33.17
2588,史丹利,3.61,70.8,22.31,32.95
2589,瑞康医药,3.45,100.0,27.72,41.62
2590,万安科技,3.26,84.2,14.57,39.28
2591,恒大高新,4.62,88.3,43.62,50.81
2593,日上集团,2.89,83.3,10.15,40.67
2594,比亚迪,2.44,65.8,23.64,27.72
2595,豪迈科技,3.81,88.3,21.53,36.93
2596,海南瑞泽,4.07,80.0,21.12,53.91
2597,金禾实业,4.04,100.0,36.41,36.67
2599,盛通股份,3.27,84.2,17.18,34.26
2600,领益智造,4.1,85.8,37.83,51.29
2601,龙佰集团,3.85,73.3,27.88,35.43
2602,世纪华通,4.04,61.7,20.19,47.59
2603,以岭药业,2.27,80.0,17.66,29.35
2605,姚记科技,2.91,86.7,27.89,33.48
2606,大连电瓷,4.65,95.0,102.06,44.85
2607,中公教育,3.68,64.2,26.62,36.49
2608,江苏国信,3.21,75.8,42.08,30.3
2609,捷顺科技,3.29,79.2,32.52,37.57
2611,东方精工,3.61,83.3,25.85,47.45
2612,朗姿股份,2.67,72.5,11.12,37.29
2613,北玻股份,4.08,88.3,58.72,45.48
2614,奥佳华,2.58,86.7,13.04,30.05
2615,哈尔斯,3.91,80.0,26.64,40.67
2616,长青集团,3.22,76.7,25.24,32.54
2617,露笑科技,4.05,86.7,46.7,45.2
2622,皓宸医疗,3.93,95.8,16.26,42.31
2623,亚玛顿,5.13,98.3,82.64,49.4
2624,完美世界,5.06,100.0,43.3,48.08
2625,光启技术,3.26,77.5,18.07,43.45
2626,金达威,2.85,78.3,12.33,33.02
2627,三峡旅游,4.78,79.2,40.65,44.47
2628,成都路桥,4.31,87.5,58.19,43.28
2629,仁智股份,5.51,43.3,41.04,61.92
2631,德尔未来,5.26,88.3,69.49,48.1
2632,道明光学,3.93,60.8,18.44,49.29
2633,申科股份,3.69,77.5,29.72,40.91
2635,安洁科技,4.04,80.0,49.61,37.48
2636,金安国纪,6.9,90.8,665.55,72.09
2637,赞宇科技,5.03,80.8,57.72,49.88
2638,勤上股份,5.18,49.2,68.29,45.98
2639,雪人集团,5.37,88.3,46.83,63.06
2640,跨境通,3.92,95.0,40.12,52.33
2641,公元股份,2.44,65.8,12.56,27.72
2642,荣联科技,3.1,78.3,27.43,38.88
2643,万润股份,3.58,94.2,30.96,38.76
2644,佛慈制药,2.99,80.8,16.38,36.22
2645,华宏科技,5.6,67.5,204.9,64.71
2646,天佑德酒,2.31,77.5,13.41,24.84
2647,仁东控股,4.95,79.2,94.92,46.74
2648,卫星化学,4.44,75.0,79.37,40.81
2649,博彦科技,2.98,96.7,24.96,33.13
2651,利君股份,2.88,96.7,18.12,50.31
2652,扬子新材,5.49,93.3,81.49,52.79
2653,海思科,4.37,85.0,41.23,46.32
2654,万润科技,5.18,92.5,55.23,55.93
2655,共达电声,5.88,92.5,288.32,47.05
2657,中科金财,3.97,93.3,29.43,56.57
2658,雪迪龙,3.84,100.0,31.88,45.99
2659,凯文教育,3.75,95.0,34.9,42.3
2660,茂硕电源,3.05,76.7,12.86,34.44
2661,克明食品,2.45,70.8,9.93,22.37
2662,峰璟股份,3.09,77.5,26.52,32.31
2663,普邦股份,4.65,80.0,28.57,44.08
2664,信质集团,3.98,95.0,28.16,50.92
2666,德联集团,3.32,70.8,13.75,34.69
2668,TCL智家,2.46,82.5,24.41,26.01
2669,康达新材,4.31,90.0,63.92,52.24
2670,国盛证券,2.77,76.7,12.04,44.95
2671,龙泉股份,3.31,76.7,16.22,32.12
2672,东江环保,3.43,88.3,21.11,35.33
2673,西部证券,1.91,56.7,9.16,22.51
2674,兴业科技,4.11,81.7,81.56,52.6
2675,东诚药业,2.69,88.3,26.21,31.85
2676,顺威股份,3.56,95.0,28.39,49.06
2677,浙江美大,4.16,86.7,22.97,39.86
2678,珠江钢琴,4.87,90.0,30.23,52.05
2679,福建金森,3.73,81.7,17.85,49.73
2681,奋达科技,3.23,98.3,18.04,36.81
2682,龙洲股份,4.53,60.0,16.71,61.38
2683,广东宏大,4.45,75.0,30.95,45.39
2685,华东重机,4.35,91.7,50.24,46.25
2686,亿利达,3.6,68.3,33.39,39.92
2687,乔治白,3.42,80.0,14.04,29.85
2688,金河生物,2.66,80.8,14.78,33.44
2690,美亚光电,2.39,79.2,8.64,27.18
2692,远程股份,4.11,63.3,44.02,42.18
2693,双成药业,4.02,95.8,76.44,43.61
2695,煌上煌,3.0,81.7,34.19,35.62
2696,百洋股份,3.72,87.5,13.19,41.02
2697,红旗连锁,2.49,95.8,11.21,31.9
2698,博实股份,3.11,100.0,18.62,32.22
2700,万憬能源,3.55,94.2,49.14,38.02
2701,奥瑞金,2.33,85.8,12.73,26.17
2702,海欣食品,4.24,85.8,17.08,53.11
2703,浙江世宝,6.0,93.3,58.54,58.86
2705,新宝股份,2.97,95.0,48.74,31.43
2706,良信股份,5.07,100.0,65.68,55.77
2707,众信旅游,2.98,85.0,29.12,31.65
2708,光洋股份,4.2,90.0,42.3,42.34
2709,天赐材料,5.19,76.7,69.36,55.31
2712,思美传媒,4.12,86.7,37.07,38.76
2714,牧原股份,2.97,70.0,13.55,29.94
2715,登云股份,4.21,97.5,29.02,48.48
2716,湖南白银,5.34,73.3,238.4,68.78
2718,友邦吊顶,6.22,99.2,319.43,60.08
2721,金一文化,3.6,90.8,29.51,45.44
2722,物产金轮,2.68,100.0,18.24,30.82
2723,小崧股份,4.66,85.0,38.5,50.92
2724,海洋王,3.02,97.5,23.62,39.19
2725,跃岭股份,4.2,85.8,23.93,51.98
2727,一心堂,2.35,85.8,11.79,34.51
2728,特一药业,2.86,93.3,27.61,44.66
2729,好利科技,4.7,76.7,36.93,43.65
2730,电光科技,5.1,100.0,140.47,46.46
2732,燕塘乳业,2.38,79.2,9.44,26.99
2733,雄韬股份,5.43,80.8,95.19,60.03
2734,利民股份,4.3,85.0,41.04,53.71
2735,王子新材,4.92,80.8,63.79,60.22
2736,国信证券,2.13,70.0,10.23,28.0
2737,葵花药业,2.0,82.5,16.74,19.85
2738,中矿资源,5.73,85.0,49.25,57.2
2739,儒意电影,2.74,88.3,25.75,32.96
2741,光华科技,4.26,95.0,152.8,54.57
2742,冀衡医药,3.29,80.8,26.0,37.28
2743,富煌钢构,3.78,60.0,14.71,40.28
2745,木林森,4.24,80.0,46.67,38.62
2746,仙坛股份,2.35,86.7,13.41,20.52
2747,埃斯顿,3.78,95.0,97.06,40.73
2748,世龙实业,3.86,89.2,20.31,48.07
2749,国光股份,2.36,89.2,9.18,24.52
2752,昇兴股份,3.4,88.3,31.53,47.48
2753,永东股份,3.25,86.7,15.16,30.16
2755,奥赛康,3.81,92.5,31.54,46.68
2756,永兴材料,5.89,83.3,88.7,54.59
2757,南兴股份,5.47,78.3,106.19,58.2
2758,浙农股份,2.88,88.3,12.35,27.68
2759,天际股份,6.23,64.2,53.77,75.12
2760,凤形股份,4.28,70.0,31.44,39.06
2761,浙江建投,2.44,61.7,17.87,31.0
2762,金发拉比,3.35,100.0,51.88,39.61
2763,汇洁股份,3.34,91.7,42.37,34.76
2765,蓝黛科技,2.95,90.0,17.18,36.71
2766,索菱股份,4.52,74.2,34.73,46.28
2767,先锋电子,3.78,90.0,15.66,42.0
2768,国恩股份,4.55,93.3,82.4,47.48
2769,普路通,4.73,85.0,32.68,50.51
2771,真视通,4.24,72.5,32.38,43.65
2772,众兴菌业,5.04,77.5,37.76,47.37
2773,康弘药业,3.26,79.2,22.16,42.11
2774,快意电梯,4.62,72.5,61.39,50.98
2775,文科股份,3.9,79.2,18.31,46.82
2777,久远银海,3.04,90.0,31.13,33.43
2778,中晟高科,3.65,59.2,16.68,41.17
2779,中坚科技,4.26,85.0,25.42,54.84
2780,三夫户外,3.42,80.8,28.06,43.53
2782,可立克,5.45,82.5,69.84,57.65
2783,凯龙股份,3.43,91.7,20.87,33.72
2785,万里石,4.93,100.0,68.76,52.38
2786,银宝山新,3.12,95.0,37.88,33.45
2787,华源控股,5.81,93.3,173.81,54.3
2788,鹭燕医药,5.33,84.2,79.79,55.24
2790,瑞尔特,2.99,54.2,9.88,36.48
2791,坚朗五金,3.02,100.0,22.54,30.31
2792,通宇通讯,6.92,84.2,117.68,68.25
2793,罗欣药业,3.52,67.5,32.47,38.52
2795,永和智控,5.66,83.3,63.72,53.86
2796,世嘉科技,7.46,91.7,187.47,70.14
2797,第一创业,3.08,74.2,17.47,29.23
2798,帝欧水华,4.29,93.3,50.09,43.44
2799,环球印务,3.91,76.7,17.74,39.34
2800,天顺股份,5.55,93.3,76.03,53.19
2801,微光股份,3.02,77.5,21.49,35.08
2802,洪汇新材,3.77,99.2,40.36,33.76
2803,吉宏股份,4.29,83.3,53.3,43.36
2805,丰元股份,4.8,91.7,88.22,54.24
2806,华锋股份,4.8,100.0,80.0,48.97
2807,江阴银行,1.71,45.8,10.7,21.71
2809,红墙股份,5.07,85.0,45.17,52.3
2810,山东赫达,5.23,97.5,119.97,48.05
2811,郑中设计,4.03,80.0,32.01,48.95
2812,恩捷股份,5.45,88.3,93.74,56.02
2813,路畅科技,3.78,100.0,18.94,42.16
2815,崇达技术,4.45,77.5,52.11,49.12
2817,黄山胶囊,3.15,81.7,15.96,27.72
2818,富森美,2.0,77.5,15.86,21.84
2819,东方中科,3.28,85.0,20.12,34.99
2820,桂发祥,3.31,75.8,15.77,40.88
2821,凯莱英,3.97,45.8,41.51,44.65
2823,凯中精密,3.24,92.5,48.08,38.35
2824,和胜股份,5.72,78.3,138.58,55.22
2825,纳尔股份,3.27,88.3,19.64,39.78
2826,易明医药,4.03,95.0,23.35,52.32
2827,高争民爆,3.03,92.5,14.03,44.56
2828,贝肯能源,4.51,88.3,53.56,55.77
2829,星网宇达,4.41,82.5,31.56,50.31
2830,名雕股份,4.97,81.7,75.22,56.72
2831,裕同科技,4.97,94.2,89.4,41.58
2832,比音勒芬,2.83,98.3,50.8,25.26
2833,弘亚数控,3.1,77.5,41.96,29.66
2835,同为股份,2.81,94.2,11.71,28.21
2836,新宏泽,4.35,87.5,21.98,47.32
2837,英维克,5.59,70.8,46.28,68.42
2838,道恩股份,4.27,95.8,63.24,45.58
2839,张家港行,1.75,91.7,11.3,18.6
2840,华统股份,3.79,86.7,46.55,35.41
2841,视源股份,2.53,96.7,25.74,29.86
2842,翔鹭钨业,7.64,95.0,316.26,66.36
2843,泰嘉股份,5.35,100.0,69.0,55.16
2845,同兴达,3.82,85.8,27.56,37.69
2846,英联股份,3.44,84.2,24.55,57.33
2847,盐津铺子,3.01,95.0,13.04,36.66
2848,高斯贝尔,4.72,80.8,129.74,44.55
2849,威星智能,4.81,91.7,34.99,42.16
2850,科达利,4.66,81.7,40.31,47.45
2851,麦格米特,5.84,100.0,134.64,67.43
2852,道道全,2.93,85.8,14.7,34.31
