code,name,avg_amplitude,adx_ratio,max_rise_6m,ann_volatility
300464,星徽股份,4.72,78.3,63.55,55.05
300465,高伟达,4.02,95.8,24.18,52.37
300466,赛摩智能,3.31,84.2,14.53,37.37
300467,迅游科技,4.82,92.5,55.79,50.27
300468,四方精创,4.64,99.2,20.95,66.41
300469,信息发展,5.74,80.8,32.22,63.01
300470,中密控股,2.58,90.0,13.65,25.92
300471,厚普股份,4.5,91.7,35.07,47.22
300473,德尔股份,4.42,95.0,36.64,43.08
300474,景嘉微,3.44,100.0,24.56,39.36
300475,香农芯创,6.54,88.3,135.94,86.46
300476,胜宏科技,5.14,80.0,57.56,74.89
300478,杭州高新,4.97,96.7,108.43,61.67
300479,神思电子,3.69,100.0,26.85,36.45
300480,光力科技,6.28,90.8,169.07,62.79
300481,濮阳惠成,3.98,70.0,45.78,39.52
300482,万孚生物,2.96,98.3,30.83,40.7
300483,首华燃气,6.49,52.5,76.52,72.45
300484,蓝海华腾,3.14,98.3,18.3,35.54
300485,赛升药业,3.49,81.7,23.46,60.71
300486,东杰智能,5.53,66.7,60.24,80.6
300487,蓝晓科技,4.17,100.0,27.49,43.11
300488,恒锋工具,4.51,97.5,85.43,49.77
300489,光智科技,6.88,80.8,496.72,64.77
300490,华自科技,6.0,85.0,82.66,63.63
300491,通合科技,5.1,93.3,87.62,65.95
300492,华图山鼎,5.02,87.5,27.65,43.94
300493,润欣科技,3.75,88.3,26.95,49.65
300494,盛天网络,3.46,99.2,25.15,39.02
300496,中科创达,3.79,85.0,31.32,41.65
300497,富祥股份,5.36,85.0,60.17,60.32
300498,温氏股份,2.63,84.2,15.08,23.29
300499,高澜股份,5.97,87.5,74.19,64.43
300500,启迪设计,3.83,93.3,22.93,48.06
300501,海顺新材,4.36,91.7,56.63,42.18
300502,新易盛,5.96,73.3,126.51,74.91
300503,昊志机电,6.86,81.7,155.38,67.54
300504,天邑股份,4.3,90.0,37.61,40.87
300505,川金诺,5.35,92.5,75.78,56.68
300506,名家汇,4.18,87.5,78.78,52.41
300507,苏奥传感,3.48,84.2,19.69,43.96
300508,维宏股份,5.47,94.2,86.43,53.63
300509,新美星,4.63,82.5,31.34,48.13
300510,金冠股份,3.52,95.0,23.73,38.49
300511,雪榕生物,3.87,85.8,37.79,45.67
300512,中亚股份,3.38,82.5,15.51,44.97
300513,恒实科技,3.76,77.5,17.24,44.51
300514,友讯达,3.26,95.0,14.94,30.78
300515,三德科技,2.74,89.2,11.48,45.47
300516,久之洋,5.83,80.0,41.26,70.94
300517,海波重科,4.22,87.5,27.47,41.63
300518,新迅达,6.4,82.5,100.36,59.76
300519,新光药业,2.95,95.0,18.48,34.16
300520,科大国创,5.46,73.3,51.1,66.65
300521,爱司凯,5.2,93.3,40.75,55.02
300522,世名科技,4.21,99.2,117.45,54.15
300523,辰安科技,3.84,71.7,21.11,39.82
300525,博思软件,3.27,96.7,18.9,36.21
300528,幸福蓝海,4.99,96.7,55.05,83.55
300529,健帆生物,2.17,99.2,15.57,23.84
300530,领湃科技,4.3,83.3,25.47,58.5
300531,优博讯,3.92,81.7,34.52,51.94
300532,今天国际,2.54,100.0,18.05,29.89
300533,冰川网络,3.71,92.5,21.48,56.2
300534,陇神戎发,2.82,89.2,12.9,31.7
300535,达威股份,4.07,92.5,29.59,38.16
300536,农尚环境,5.5,81.7,100.56,59.29
300537,广信材料,4.56,95.0,58.0,56.11
300538,同益股份,3.63,94.2,38.08,37.74
300539,横河精密,5.07,85.0,31.41,76.81
300540,蜀道装备,5.72,90.8,95.82,54.84
300541,先进数通,3.25,90.0,17.8,42.98
300542,新晨科技,3.54,100.0,14.37,43.27
300543,朗科智能,3.23,96.7,13.54,34.51
300545,联得装备,4.87,100.0,30.32,49.99
300546,雄帝科技,3.56,94.2,16.22,58.97
300547,川环科技,5.39,96.7,56.75,56.55
300548,长芯博创,6.94,84.2,143.94,83.75
300549,优德精密,3.55,93.3,19.73,35.15
300550,和仁科技,4.46,95.0,37.18,44.31
300551,古鳌科技,5.3,90.0,33.44,57.59
300552,万集科技,4.96,95.0,28.17,49.58
300553,集智股份,5.26,100.0,133.32,56.12
300554,三超新材,4.79,69.2,50.95,49.96
300556,丝路视觉,3.91,93.3,36.81,38.67
300557,理工光科,5.24,100.0,41.0,54.13
300558,贝达药业,3.66,71.7,45.72,45.78
300559,佳发教育,4.9,88.3,38.57,48.14
300560,中富通,4.62,90.8,48.91,59.72
300561,汇金科技,6.77,77.5,99.64,84.76
300562,乐心医疗,3.21,90.8,24.3,32.37
300563,神宇股份,3.73,79.2,19.17,43.75
300564,筑博设计,4.2,83.3,35.93,55.56
300565,科信技术,4.47,74.2,27.77,41.58
300566,激智科技,3.78,91.7,104.95,36.93
300567,精测电子,6.98,84.2,191.83,57.31
300568,星源材质,4.96,77.5,53.9,51.87
300569,天能重工,3.66,84.2,45.53,38.26
300570,太辰光,7.01,95.8,175.18,82.45
300571,平治信息,6.12,75.8,155.21,61.61
300572,安车检测,4.28,99.2,47.9,55.45
300573,兴齐眼药,2.89,90.8,21.34,37.33
300575,中旗股份,3.69,96.7,22.81,46.12
300576,容大感光,4.53,99.2,80.39,50.39
300577,开润股份,3.04,100.0,24.74,32.76
300578,会畅科技,5.37,99.2,64.24,55.18
300579,数字认证,3.75,68.3,24.3,48.22
300580,贝斯特,4.06,88.3,45.66,38.51
300581,晨曦航空,4.11,76.7,26.66,65.26
300582,英飞特,5.33,88.3,43.99,59.1
300583,赛托生物,3.19,90.8,22.51,30.06
300584,海辰药业,4.32,77.5,35.45,83.31
300585,奥联电子,5.04,81.7,63.21,51.06
300586,美联新材,5.11,81.7,91.35,52.3
300587,天铁科技,4.77,95.8,30.3,53.89
300588,熙菱信息,4.78,65.0,34.12,65.6
300589,江龙船艇,4.93,95.0,24.65,71.31
300590,移为通信,3.35,83.3,56.15,37.5
300591,万里马,3.78,86.7,27.82,69.75
300592,华凯易佰,4.76,100.0,45.35,48.94
300593,新雷能,6.48,97.5,78.03,77.18
300595,欧普康视,2.56,80.0,13.34,29.22
300596,利安隆,4.23,94.2,37.13,43.63
300597,吉大通信,3.62,100.0,24.55,34.56
300598,诚迈科技,3.47,95.0,15.29,45.68
300599,雄塑科技,5.99,90.0,87.31,50.92
300600,国瑞科技,3.74,90.0,21.25,70.01
300601,康泰生物,2.75,83.3,18.2,35.71
300602,飞荣达,5.49,90.0,70.7,59.72
300603,立昂技术,4.6,84.2,29.79,44.32
300604,长川科技,6.19,91.7,220.38,66.83
300605,恒锋信息,4.07,97.5,14.76,44.46
300606,金太阳,7.04,71.7,144.73,69.68
300607,拓斯达,4.19,94.2,61.32,44.91
300608,思特奇,5.05,85.0,73.66,52.25
300609,汇纳科技,4.91,86.7,32.52,56.64
300610,晨化股份,3.25,77.5,18.58,33.55
300611,美力科技,3.93,83.3,22.04,50.09
300612,宣亚国际,4.68,90.8,44.31,53.0
300613,富瀚微,3.93,86.7,75.26,44.56
300614,百川畅银,4.45,89.2,35.88,42.37
300615,欣天科技,4.08,80.0,20.73,37.12
300616,尚品宅配,4.85,95.8,61.88,47.99
300617,安靠智电,6.99,86.7,132.99,68.72
300618,寒锐钴业,4.13,83.3,24.91,49.73
300619,金银河,4.96,88.3,29.79,68.6
300620,光库科技,7.17,82.5,179.25,88.95
300621,维业股份,3.59,95.0,20.0,32.37
300622,博士眼镜,3.6,92.5,28.59,42.63
300623,捷捷微电,4.49,89.2,59.98,42.67
300624,万兴科技,4.82,85.8,68.05,56.11
300625,三雄极光,3.0,54.2,13.91,27.4
300626,华瑞股份,6.98,78.3,238.62,67.44
300627,华测导航,3.5,83.3,43.49,38.92
300628,亿联网络,2.72,75.0,28.37,30.26
300629,新劲刚,5.29,81.7,76.18,57.3
300631,久吾高科,3.5,100.0,28.92,54.25
300632,光莆股份,6.03,95.0,219.76,66.64
300633,开立医疗,2.88,88.3,20.34,31.69
300634,彩讯股份,4.64,80.0,49.48,52.6
300635,中达安,4.48,67.5,29.86,48.55
300636,同和药业,2.69,86.7,15.75,28.73
300637,扬帆新材,3.88,79.2,18.1,46.75
300638,广和通,3.95,79.2,34.62,54.53
300639,凯普生物,4.01,81.7,63.75,47.77
300640,德艺文创,4.48,95.8,25.3,54.82
300641,正丹股份,4.34,90.8,37.49,40.11
300642,透景生命,3.34,100.0,19.32,52.5
300643,万通智控,3.93,100.0,24.23,43.78
300644,南京聚隆,3.53,94.2,17.98,49.13
300645,正元智慧,3.68,87.5,16.25,51.63
300647,超频三,3.76,95.0,24.35,41.02
300648,星云股份,4.57,92.5,25.53,54.33
300649,杭州园林,4.8,87.5,122.2,60.89
300650,太龙股份,4.32,94.2,22.61,52.84
300651,金陵体育,6.08,76.7,77.6,80.06
300652,雷迪克,4.01,100.0,36.07,59.56
300653,正海生物,2.69,92.5,12.4,29.12
300654,世纪天鸿,4.98,97.5,46.18,44.19
300655,晶瑞电材,4.36,88.3,28.83,55.64
300656,民德电子,5.81,100.0,101.15,54.07
300657,弘信电子,5.39,90.0,91.4,56.97
300658,延江股份,8.18,87.5,172.09,76.53
300659,中孚信息,3.65,83.3,11.95,44.03
300660,江苏雷利,3.86,88.3,21.07,49.46
300661,圣邦股份,5.08,93.3,120.02,50.54
300662,科锐国际,3.41,90.0,26.8,41.56
300663,科蓝软件,4.01,97.5,20.37,44.39
300664,鹏鹞环保,3.03,95.0,20.31,31.77
300665,飞鹿股份,3.88,83.3,69.93,60.25
300666,江丰电子,6.45,100.0,250.17,63.08
300667,必创科技,5.01,84.2,44.76,46.52
300668,杰恩股份,7.44,97.5,239.92,58.94
300669,沪宁股份,5.24,85.8,50.53,52.07
300670,大烨智能,4.49,85.0,25.64,50.66
300671,富满微,5.93,83.3,109.85,60.98
300672,国科微,7.64,88.3,268.5,68.71
300673,佩蒂股份,3.39,70.8,15.17,36.5
300674,宇信科技,3.12,95.0,22.09,41.98
300675,建科院,3.28,100.0,18.53,39.01
300676,华大基因,3.3,95.0,31.61,34.31
300677,英科医疗,5.32,68.3,71.83,51.38
300678,中科信息,3.29,88.3,24.67,43.61
300679,电连技术,4.96,100.0,121.92,50.93
300680,隆盛科技,4.51,100.0,32.27,54.66
300681,英搏尔,3.93,90.8,70.28,40.32
300682,朗新科技,4.66,73.3,31.54,57.28
300683,海特生物,5.51,100.0,75.91,67.3
300684,中石科技,5.65,83.3,43.75,62.81
300685,艾德生物,2.85,89.2,20.55,32.02
300686,智动力,5.37,71.7,51.95,57.55
300687,赛意信息,5.23,87.5,93.02,55.38
300688,创业黑马,4.64,65.8,30.38,47.18
300689,澄天伟业,5.39,97.5,46.13,65.57
300690,双一科技,3.81,95.0,38.39,53.34
300691,联合光电,3.5,82.5,22.49,35.27
300692,中赋科技,3.84,84.2,26.73,45.78
300693,盛弘股份,4.98,84.2,85.94,56.98
300694,蠡湖股份,3.09,85.8,19.58,32.55
300695,兆丰股份,4.43,75.0,35.74,57.82
300696,爱乐达,5.26,90.0,67.12,53.87
300697,电工合金,4.19,95.0,39.88,59.25
300698,万马科技,3.87,92.5,27.71,56.64
300699,光威复材,4.29,55.0,55.01,40.96
300700,岱勒新材,4.58,93.3,101.06,45.47
300701,森霸传感,3.21,92.5,17.98,42.31
300702,天宇股份,3.54,82.5,18.91,43.05
300703,创源股份,4.54,73.3,22.33,68.47
300705,九典制药,2.13,82.5,9.74,27.19
300706,阿石创,6.45,100.0,157.33,73.71
300707,威唐工业,4.06,89.2,40.58,42.52
300708,聚灿光电,4.02,90.0,44.11,41.39
300709,精研科技,4.88,90.0,79.51,52.5
300710,万隆光电,5.4,90.0,70.04,56.72
300711,广哈通信,4.01,72.5,59.22,46.43
300712,永福股份,3.63,92.5,24.13,41.72
300713,英可瑞,3.85,94.2,23.61,39.92
300715,凯伦股份,5.71,83.3,161.35,52.44
300717,华信新材,3.27,90.8,20.59,34.78
300718,长盛轴承,3.77,64.2,27.12,47.9
300719,安达维尔,4.22,83.3,27.61,45.04
300720,海川智能,8.0,83.3,184.7,66.41
300721,怡达股份,6.7,91.7,181.46,69.32
300722,新余国科,3.58,98.3,20.85,49.25
300723,一品红,5.26,78.3,48.55,73.02
300724,捷佳伟创,5.15,95.8,70.35,61.54
300725,药石科技,3.25,100.0,24.34,41.5
300726,宏达电子,5.26,95.8,114.24,61.84
300727,润禾材料,4.22,98.3,31.26,53.93
300729,乐歌股份,2.31,91.7,10.43,25.64
300730,科创信息,4.76,76.7,35.99,67.97
300731,科创新源,7.09,87.5,89.55,77.14
300732,设研院,2.83,92.5,20.36,45.7
300733,西菱动力,4.31,79.2,23.3,48.59
300735,光弘科技,3.51,95.8,33.1,47.94
300736,百邦科技,6.66,82.5,204.57,69.01
300737,科顺股份,6.13,85.0,67.74,58.57
300738,奥飞数据,5.52,65.0,55.03,54.22
300739,明阳电路,5.93,87.5,131.17,58.63
300740,水羊股份,3.73,100.0,38.97,52.94
300741,华宝股份,2.92,92.5,16.34,38.03
300743,天地数码,3.4,95.0,20.58,37.0
300745,欣锐科技,5.54,77.5,123.91,59.69
300746,汉嘉数智,3.93,99.2,24.83,46.42
300747,锐科激光,5.64,90.8,116.41,55.41
300748,金力永磁,4.12,93.3,26.76,57.79
300749,顶固集创,7.73,88.3,235.76,64.43
300750,宁德时代,3.28,65.8,37.86,37.18
300751,迈为股份,7.34,100.0,135.57,75.79
300752,隆利科技,4.24,70.0,37.32,48.36
300753,爱朋医疗,4.59,80.8,64.22,66.14
300755,华致酒行,4.37,95.0,46.03,52.6
300756,金马游乐,4.69,90.0,44.33,49.55
300757,罗博特科,6.91,92.5,226.44,74.23
300758,七彩化学,5.23,92.5,61.95,54.77
300759,康龙化成,3.37,75.0,25.06,39.78
300760,迈瑞医疗,2.27,75.8,10.48,25.33
300761,立华股份,3.78,74.2,20.08,38.4
300762,上海瀚讯,6.31,97.5,68.06,56.96
300763,锦浪科技,5.48,90.8,71.56,58.29
300765,石药创新,5.81,70.8,33.21,61.72
300766,每日互动,5.74,85.0,63.47,60.0
300767,震安科技,4.81,86.7,44.11,64.83
300768,迪普科技,3.09,85.0,21.68,38.28
300769,德方纳米,5.16,91.7,105.47,56.59
300770,新媒股份,2.37,91.7,19.39,29.55
300771,智莱科技,3.28,100.0,13.26,48.46
300772,运达股份,4.63,60.0,19.44,51.59
300773,拉卡拉,4.73,85.8,44.03,60.46
300774,倍杰特,6.78,94.2,62.41,71.73
300775,三角防务,5.0,85.0,65.71,54.8
300776,帝尔激光,7.06,80.8,202.84,60.39
300777,中简科技,4.57,84.2,41.14,43.48
300778,新城市,4.62,93.3,27.51,54.68
300779,惠城环保,5.71,75.8,39.38,69.8
300780,德恩精工,6.53,86.7,91.33,64.09
300781,因赛集团,5.02,79.2,69.57,57.13
300782,卓胜微,5.38,97.5,90.89,48.39
300783,三只松鼠,2.81,90.0,16.01,30.4
300784,利安科技,3.58,91.7,28.79,32.93
300785,值得买,5.84,92.5,116.06,71.1
300786,国林科技,4.0,100.0,63.33,47.45
300787,海能实业,3.07,93.3,17.46,36.92
300788,中信出版,4.98,97.5,71.94,46.03
300789,唐源电气,3.92,78.3,21.22,45.08
300790,宇瞳光学,4.78,90.8,79.51,52.39
300791,仙乐健康,2.94,84.2,14.85,34.72
300792,壹网壹创,5.38,95.8,85.71,61.85
300793,佳禾智能,3.15,75.8,19.76,36.87
300795,米奥会展,3.22,81.7,22.98,38.2
300796,贝斯美,3.39,90.8,21.14,44.21
300797,钢研纳克,3.08,88.3,16.53,41.86
300798,锦鸡股份,6.1,89.2,90.62,65.26
300800,力合科技,3.31,92.5,18.91,28.86
300801,泰和科技,4.22,97.5,36.16,71.45
300802,矩子科技,4.01,100.0,59.43,40.81
300803,指南针,4.04,96.7,34.75,61.23
300804,广康生化,5.8,79.2,55.11,71.32
300805,电声股份,4.17,100.0,52.28,46.54
300806,斯迪克,7.11,83.3,261.85,71.07
300807,天迈科技,4.89,73.3,49.68,53.41
300808,久量股份,4.88,85.0,24.62,48.7
300809,华辰装备,4.38,95.8,37.63,50.31
300810,中科海讯,4.32,85.8,16.88,62.35
300811,铂科新材,5.78,90.8,110.78,64.69
300812,易天股份,6.73,67.5,77.67,64.17
300813,泰林生物,4.0,87.5,27.33,48.59
300814,中富电路,6.79,75.8,178.64,77.86
300815,玉禾田,3.28,71.7,19.93,58.01
300816,艾可蓝,6.66,82.5,144.7,63.04
300817,双飞集团,3.53,100.0,24.03,35.52
300818,耐普矿机,5.65,82.5,64.24,57.58
300819,聚杰微纤,7.88,100.0,240.18,71.32
300820,英杰电气,5.05,99.2,88.87,53.19
300821,东岳硅材,5.69,93.3,90.17,71.22
300822,贝仕达克,3.15,85.8,18.24,34.36
300823,建科智能,3.81,95.8,33.56,34.94
300824,北鼎股份,2.73,82.5,7.85,30.44
300825,阿尔特,4.69,99.2,114.98,45.86
300826,测绘股份,2.77,93.3,29.92,28.01
300827,上能电气,4.94,70.8,31.28,62.16
300828,锐新科技,5.51,87.5,74.9,51.51
300829,金丹科技,3.63,98.3,29.9,38.75
300830,金现代,5.39,73.3,53.68,67.52
300832,新产业,2.97,80.8,14.12,31.09
300833,浩洋股份,3.63,85.0,22.38,38.12
300834,星辉环材,4.91,84.2,131.67,57.45
300835,龙磁科技,6.63,100.0,269.98,77.46
300836,佰奥智能,5.13,85.0,54.42,58.49
300837,浙矿股份,5.59,97.5,102.73,57.74
300838,浙江力诺,4.49,84.2,54.38,35.31
300839,博汇股份,5.43,91.7,74.65,59.53
300840,酷特智能,5.13,75.0,64.95,51.41
300841,康华生物,3.23,82.5,16.31,44.72
300842,帝科股份,6.54,90.8,109.16,64.02
300843,胜蓝股份,6.52,81.7,181.16,70.92
300844,山水比德,5.09,85.8,41.0,53.97
300845,捷安高科,4.31,88.3,57.78,37.3
300846,首都在线,6.8,81.7,99.58,64.61
300847,中船汉光,2.59,91.7,12.61,36.7
300848,美瑞新材,3.89,91.7,27.51,42.86
300849,锦盛新材,5.37,92.5,78.29,56.02
300850,新强联,4.29,90.8,29.05,48.18
300851,交大思诺,3.64,80.0,34.83,29.61
300852,四会富仕,5.44,96.7,77.28,57.11
300853,申昊科技,5.01,91.7,119.75,51.57
300854,中兰环保,6.85,93.3,193.65,67.15
300855,图南股份,5.43,85.8,59.88,50.07
300856,科思股份,3.08,80.0,22.6,34.02
300857,协创数据,6.72,93.3,231.53,76.25
300858,科拓生物,4.41,100.0,75.4,56.0
300859,西域旅游,3.02,81.7,12.97,43.57
300860,锋尚文化,3.38,77.5,17.2,41.2
300861,美畅股份,4.21,97.5,73.73,50.38
300862,蓝盾光电,4.41,95.0,33.76,46.46
300863,卡倍亿,5.56,83.3,111.07,49.8
300864,南大环境,3.38,91.7,27.12,28.42
300865,大宏立,3.56,100.0,36.05,55.69
300866,安克创新,4.23,72.5,46.78,43.99
300867,圣元环保,3.53,93.3,27.06,45.97
300868,杰美特,6.65,93.3,461.06,64.01
300869,康泰医学,2.55,97.5,10.46,35.91
300870,欧陆通,7.08,84.2,158.33,82.57
300871,回盛生物,4.42,81.7,58.27,50.28
300872,天阳科技,4.29,85.0,38.06,59.02
300873,海晨股份,3.61,91.7,31.88,37.8
300875,捷强装备,4.54,91.7,42.29,76.68
300876,蒙泰高新,4.39,89.2,29.48,40.75
300877,金春股份,5.72,100.0,43.08,63.94
300878,维康药业,5.79,100.0,50.96,69.42
300879,大叶股份,3.94,88.3,27.66,43.52
300880,迦南智能,4.77,88.3,57.96,43.34
300881,盛德鑫泰,5.26,95.8,66.27,50.78
300882,万胜智能,4.02,97.5,40.51,51.62
300883,龙利得,3.38,65.8,27.89,30.26
300884,狄耐克,3.67,97.5,30.84,46.21
300885,海昌新材,5.49,100.0,55.17,73.19
300886,华业香料,3.67,71.7,18.85,50.62
300887,谱尼测试,5.17,67.5,105.53,59.2
300888,稳健医疗,2.18,84.2,6.64,27.18
300889,爱克股份,4.41,78.3,42.72,49.12
300890,翔丰华,3.66,90.0,47.66,43.8
300891,惠云钛业,4.13,91.7,22.03,38.62
300892,品渥食品,3.53,70.8,17.49,41.23
300893,松原安全,3.59,78.3,17.66,45.63
300894,火星人,3.68,92.5,38.07,37.99
300895,铜牛信息,6.46,90.8,85.16,62.1
300896,爱美客,2.63,100.0,11.47,30.11
300897,山科智能,4.05,81.7,31.42,57.88
300898,熊猫乳品,3.13,95.0,11.66,33.68
300899,上海凯鑫,4.77,68.3,35.01,39.08
300900,广联航空,8.36,71.7,116.65,71.6
300901,中胤时尚,4.69,84.2,34.63,44.36
300902,国安达,3.55,97.5,26.41,48.24
300903,科翔股份,7.83,95.0,530.03,84.44
300904,威力传动,4.34,100.0,17.03,49.44
300905,宝丽迪,4.86,89.2,166.23,61.02
300906,日月明,4.3,90.0,26.43,46.53
300907,康平科技,4.54,92.5,102.33,60.86
300908,仲景食品,2.22,81.7,16.09,22.16
300909,汇创达,5.1,88.3,50.45,45.07
300910,瑞丰新材,3.91,67.5,17.01,37.83
300911,亿田智能,6.59,97.5,48.65,65.24
300912,凯龙高科,5.17,100.0,177.42,65.25
300913,兆龙互连,4.76,65.8,42.08,54.2
300915,海融科技,3.04,75.0,16.33,34.49
300916,朗特智能,4.31,81.7,39.88,47.74
300917,特发服务,3.75,85.8,17.14,41.3
300918,南山智尚,4.25,96.7,28.19,48.67
300919,中伟新材,4.73,82.5,59.41,47.13
300920,润阳科技,5.1,78.3,48.98,55.87
300921,南凌科技,5.28,60.8,51.47,57.03
300922,天秦装备,3.9,85.0,41.82,52.0
300923,研奥股份,3.5,71.7,19.24,31.04
300925,法本信息,4.01,83.3,28.51,45.02
300926,博俊科技,2.84,90.8,9.22,35.2
300927,江天化学,6.24,86.7,62.3,61.92
300928,华安鑫创,3.71,76.7,27.52,30.46
300929,华骐环保,4.02,62.5,36.77,34.11
300930,屹通新材,4.02,75.0,48.12,47.61
300931,通用电梯,4.85,67.5,61.11,45.86
300932,三友联众,4.39,100.0,47.79,40.5
300933,中辰股份,4.09,72.5,25.06,42.11
300935,盈建科,5.81,98.3,56.41,52.52
300936,中英科技,6.5,95.0,249.25,57.52
300937,药易购,4.06,100.0,28.02,46.17
300938,信测标准,6.51,61.7,114.15,54.53
300939,秋田微,5.31,96.7,131.27,53.65
300940,南极光,3.89,84.2,17.71,50.36
300941,创识科技,3.36,95.8,8.28,48.38
300942,易瑞生物,3.34,88.3,15.47,42.69
300943,春晖智控,7.22,82.5,137.23,75.04
300945,曼卡龙,4.3,66.7,52.84,66.54
300946,恒而达,3.98,100.0,31.9,55.48
300947,德必集团,4.13,96.7,18.3,47.44
300948,冠中生态,6.2,88.3,65.0,69.16
300949,奥雅股份,3.89,88.3,16.04,54.39
300950,德固特,3.43,78.3,21.51,65.21
300951,博硕科技,3.71,85.0,84.29,45.88
300952,恒辉安防,5.56,87.5,62.59,57.84
300953,震裕科技,5.47,70.8,80.45,56.9
300955,嘉亨家化,5.79,64.2,60.49,71.74
300956,英力股份,3.61,84.2,37.83,47.55
300957,贝泰妮,2.98,96.7,23.76,32.24
300958,建工修复,3.18,92.5,19.45,30.58
300959,线上线下,5.92,74.2,212.7,88.27
300960,通业科技,3.56,95.0,24.56,52.24
300961,深水海纳,4.45,60.0,25.88,56.91
300962,中金辐照,2.72,90.8,18.24,38.02
300963,中洲特材,4.17,82.5,23.1,66.14
300964,本川智能,6.06,95.8,108.33,69.08
300965,恒宇信通,4.42,94.2,93.02,75.21
300966,共同药业,4.04,69.2,65.95,42.24
300967,晓鸣股份,4.75,91.7,32.53,50.09
300968,格林精密,3.52,93.3,18.7,39.26
300969,恒帅股份,6.59,73.3,61.32,68.17
300970,华绿生物,5.55,100.0,146.75,47.52
300971,博亚精工,3.27,88.3,23.68,50.09
300972,万辰集团,4.7,99.2,28.41,51.95
300973,立高食品,3.47,86.7,14.11,36.05
300975,商络电子,6.15,95.8,271.79,66.23
300976,达瑞电子,4.38,92.5,148.22,52.09
300977,深圳瑞捷,5.03,95.8,48.28,40.82
300978,东箭科技,3.06,81.7,11.6,33.4
300979,华利集团,2.23,84.2,5.97,28.35
300980,祥源新材,5.33,77.5,46.58,51.43
300981,中红医疗,4.16,86.7,38.68,49.11
300982,苏文电能,5.05,75.0,42.35,54.52
300983,尤安设计,4.92,98.3,107.27,48.34
300984,金沃股份,5.16,97.5,40.93,47.69
300985,致远新能,5.2,95.8,99.16,48.85
300986,志特新材,6.38,87.5,341.08,78.21
300987,川网传媒,4.04,84.2,62.71,51.77
300988,津荣天宇,4.38,80.8,35.46,38.26
300989,蕾奥规划,3.49,74.2,12.71,29.55
300990,同飞股份,5.84,95.0,41.67,67.9
300991,创益通,5.57,91.7,73.23,57.86
300992,泰福泵业,5.91,83.3,67.92,48.76
300993,玉马科技,2.87,66.7,9.19,57.4
300994,久祺股份,3.42,72.5,13.5,40.22
300995,奇德新材,4.13,97.5,25.32,56.08
300996,普联软件,3.87,80.0,26.81,47.58
300997,欢乐家,5.43,87.5,21.62,73.38
300998,宁波方正,4.39,79.2,48.64,41.47
300999,金龙鱼,2.17,69.2,11.04,22.32
301000,肇民科技,4.54,93.3,48.46,55.42
301001,凯淳股份,4.38,96.7,51.81,53.04
301002,崧盛股份,6.63,86.7,95.46,65.34
301003,江苏博云,5.27,70.0,84.45,59.21
301004,嘉益股份,3.47,100.0,28.95,35.6
301005,超捷股份,7.48,86.7,136.3,89.25
301006,迈拓股份,3.69,78.3,18.87,33.58
301007,德迈仕,4.52,96.7,44.42,53.77
301008,宏昌科技,4.53,83.3,59.76,64.61
301009,可靠股份,3.04,84.2,10.59,43.45
301010,晶雪节能,4.4,69.2,17.6,54.73
301011,华立科技,3.55,81.7,16.31,42.93
301012,扬电科技,5.34,83.3,62.29,57.68
301013,利和兴,5.77,85.0,241.36,78.03
301015,百洋医药,3.76,100.0,33.2,42.77
301016,雷尔伟,5.38,80.0,48.44,53.64
301017,漱玉平民,5.15,85.0,45.44,60.03
301018,申菱环境,7.28,87.5,195.98,74.7
301019,宁波色母,3.16,100.0,21.71,47.03
301020,密封科技,3.31,95.0,65.7,38.6
301021,英诺激光,6.67,98.3,219.33,65.99
301022,海泰科,3.78,90.0,29.65,61.43
301023,奕帆传动,4.07,100.0,60.52,46.47
301024,霍普股份,4.83,100.0,66.21,71.82
301025,读客文化,4.4,100.0,62.38,47.04
301026,浩通科技,4.91,95.8,45.27,55.96
301027,华蓝集团,5.5,96.7,52.72,56.35
301028,鼎熔岩,4.21,91.7,57.2,46.46
301029,怡合达,3.91,78.3,46.21,40.09
301031,中熔电气,4.8,69.2,82.96,55.81
301032,新柴股份,3.57,84.2,25.74,39.77
301033,迈普医学,4.17,85.8,20.09,47.66
301035,润丰股份,3.94,68.3,32.48,35.07
301036,双乐股份,3.19,81.7,11.75,32.93
301037,保立佳,4.07,90.8,29.67,35.42
301038,深水规院,3.54,75.8,13.49,73.16
301039,中集车辆,2.9,100.0,14.08,27.72
301040,中环海陆,6.29,87.5,52.34,71.43
301041,金百泽,4.08,81.7,52.08,46.88
301042,安联锐视,4.74,88.3,50.35,49.14
301043,绿岛风,5.49,88.3,55.05,66.39
301045,天禄科技,6.03,94.2,142.96,51.91
301046,能辉科技,4.9,86.7,28.33,50.9
301047,义翘神州,2.45,95.8,23.33,30.52
301048,金鹰重工,2.88,89.2,35.37,45.21
301049,超越科技,4.26,93.3,30.25,35.45
301050,雷电微力,3.96,94.2,49.97,42.61
301051,信濠光电,4.31,81.7,39.22,43.29
301052,果麦文化,4.29,72.5,21.47,63.41
301053,远信工业,5.5,100.0,110.87,50.88
301055,张小泉,5.81,94.2,139.77,58.73
301056,森赫股份,5.64,81.7,59.87,54.13
301057,汇隆新材,5.82,77.5,67.92,52.28
301058,中粮科工,2.36,85.0,11.16,23.98
301059,金三江,3.08,85.0,29.97,33.57
